"Name","TID","Description","Path"
"Amphitritides sp. 1","369"," Amphitritides sp. 1: a) complete specimen in lateral view; b) detail of anterior end in lateral view (specimen Shirla-stained); c) detail of branchiae (specimen Shirla-stained); d) fascicle of notochaetae; e) detail of notochaetae; f) thoracic unciniger, with uncini in double rows; g-h) detail of thoracic uncini (from the last thoracic segment).


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Amphitritides%20sp.%201%20completed%20plate%20web.png"
"Artacama sp. 1","368"," Artacama sp. 1: a) specimen in dorsal view; b) anterior end in lateral view; c) detail of anterior end in dorsla view (specimen Shirla-stained) – with detail of branchiae, peristomial lobes and large nephridiophore (marked by arrow); d)detail of proboscis (specimen Shirla-stained); e) nephridiophores on segments 5 and 6.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Artacama%20sp.%201%20plate%201%20completed%20plate%20web.png"
"Artacama sp. 1","368"," Artacama sp. 1: a) fascicle of notochaetae; b) detail of notochaetae; c) uncini form segment 6; d) detail of thoracic uncini.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Artacama%20sp.%201%20plate%202%20completed%20plate%20web.png"
"Hauchiella sp. 1","370"," Hauchiella sp. 1: a) specimen in dorsal view; b) anterior end in dorsal view; c) specimen in ventral view (tissue damaged); d) anterior end in ventral view.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Hauchiella%20sp.%201%20completed%20plate%20web.png"
"Leaena sp. 1","373"," Leaena sp. 1: a) fascicle of notochaetae; b) detail of narrowly limbate notochaetae; c) detail of lanceolate notochaetae; d) thoracic uncini arranged in double rows; e) thoracic uncini in frontal view; f) thoracic uncinus (from posterior thoracic segment) in lateral view.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Leaena%20sp.1%20plate%202%20completed%20plate%20web.png"
"Leaena sp. 2","374"," Leaena sp. 2: a) specimen in ventral view; b) detail of anterior end; c) fascicle of notochaetae; d) thoracic uncini in frontal view; e) thoracic uncinus in lateral view; f) abdominal uncini in frontal view; g) abdominal uncini in lateral view.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Leaena%20sp.%202%20completed%20plate%20web.png"
"Lysilla sp. 1","371"," Lysilla sp. 1: a) specimen in dorsal view; b) anterior end in dorsal view; c) anterior end in ventral view; d) detail of elongated notopodium with notochaetae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Lyssila%20sp.%201%20completed%20plate%20web.png"
"Pista sp. 2","378"," Pista sp. 2; (specimen Shirla-stained in images b-e): a) specimen in lateral view; b) detail of anterior lobes (1-4) in ventro-lateral view; c) detail of anterior lobes (1-4) in lateral view, with dorsal lobed of segment 3 (also attachment place of 2nd branchial pair) marked by arrow; d) detail of anterior lobes (1-4) in ventral view; e) detail of branchial arrangement.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Pista%20sp.%202%20completed%20plate%20web.png"
"Pista sp. 2","378"," Pista sp. 2: a) notochaetae; b) thoracic uncini arranged in double rows; c) detail of thoracic uncini with elongated handles (marked by arrow); d) detail of abdominal uncini.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Pista%20sp.%202%20plate%202%20completed%20plate%20web.png"
"Pista sp. 3","379"," Pista sp. 2: a) specimen in dorsal view; b) detail of anterior lobes in dorsal view; c) detail of anterior lobes in lateral view; d) detail of anterior lobes in ventral view.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Pista%20sp.3%20plate%201%20completed%20plate%20web.png"
"Pista sp. 3","379"," Pista sp. 2: a) notochaetae; b) thoracic uncini arranged in double rows; c) detail of abdominal uncini in frontal view; d) detail of abdominal uncini in lateral view.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Pista%20sp.%203%20plate%202%20completed%20plate%20web.png"
"Pista sp. 4","380"," Pista sp. 4: a) specimen in lateral view; b) detail of anterior end with branchiae; c) detail of anterior lobes in dorsolateral view; d) detail of anterior lobes in lateral view.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Pista%20sp.%204%20plate%201%20completed%20plate%20web.png"
"Pista sp. 4","380"," Pista sp. 4: a) notochaetae; b) thoracic uncini arranged in double rows; c) detail of thoracic uncinus; d) abdominal neuropodium with internal neuropodial shafts and uncini; e) detail of abdominal uncini in lateral view.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Pista%20sp.%204%20plate%202%20completed%20plate%20web.png"
"Polycirrus sp. 1","376"," Polycirrus sp. 1: a) specimen in ventral view; b) detail of thorax in ventral view; c) detail of extend lip; d) round inflated structures (damage?).


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Polycirrus%20sp.%201%20plate%201%20completed%20plate%20web.png"
"Polycirrus sp. 1","376"," Polycirrus sp. 1:  e) notochaetae form anterior thorax; f) notochaetae form posterior thorax; g) abdominal uncini in frontal view; h) abdominal uncini in lateral view.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Polycirrus%20sp.%201%20plate%202%20completed%20plate%20web.png"
"Streblosoma sp. 1","375"," Sreblosoma sp. 1: a) specimen in lateral view, remnants of the sandy tube; b) detail anterior region in dorsal view with branchiae; c) detail of anterior end in lateral view; d) fascicle of notochaetae; e) detail of notochaetae; f-h) examples of thoracic uncini.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Streblosoma%20sp.%201%20completed%20plate%20web%20.png"
"Terebellinae sp. 1","372"," Terebellinae sp. 1 (specimen Shirla-stained): a) specimen in ventrolateral view; b) anterior end in lateral view with enlarged lobes and regenerating? brachiae; c) anterior end in dorsolateral view, with detail of regenerating? branchiae; d) thoracic neuropodial pads with single and double rows of uncini; e) notochaetae; f) double rows of uncini; g-h) examples of thoracic uncini in lateral view.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Terebellinae%20sp.%201%20completed%20plate%20web.png"
"Travisia sp. 1","428"," Travisia sp. 1: a1) specimen in ventral view (unstained); a2) lateral view (unstained); b1) specimen in ventral view (shirlastain); b2) lateral view (shirlastain); c) detail of pygidium (shirlastain).


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Travisia%20sp%201.%20completed%20plate%20web.png"
"Scalibregmatidae sp. 1","396"," Scalibregmatidae sp. 1: a-b) specimen in dorsal view (b)-specimen Shirla-stained); c) detail of anterior horns; d) quadrate cells forming annulation of body segments; e) example of lyrate chaetae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Scalibregmatidae%20sp.%201%20completed%20plate%20web.png"
"Scalibregma sp. 1","397"," Scalibregma sp. 1 (specimen in images d,f Shirla-stained):  a)specimen in dorsal view; b) specimen in ventral view; c-d) detail of anterior end – prostomium and branchiae in dorsal view; e-f)  detail of anterior end in ventral view, with 10 lobes of lower lip (f); g) example of lyrate chaeta with unequal tines.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Scalibregma%20sp.%201%20completed%20plate%20web.png"
"Scalibregma sp. 2","400"," Scalibregma sp. 2: a) specimen in dorsal view; b) detail of prostomium in dorsal view; c) Shirla-stained (pink) glands on chaetiger 4; d) Shirla-stained (pink) glands on dorsal and ventral cirri; e) narrow rectangular cells forming annulation on body segments.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Scalibregma%20sp.%202%20plate%201%20completed%20plate%20web.png"
"Scalibregma sp. 2","400"," Scalibregma sp. 2: a) row of short chaetae from chaetiger 1; b) detail of short aristae chaeta from chaetiger 1; c-d) examples of lyrate chaetae with unequal tines.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Scalibregma%20sp.%202%20plate%202%20completed%20plate%20web.png"
"Asclerocheilus sp. 1","398"," Asclerocheilus sp. 1: a-b) specimen in dorsolateral view; c) detail on anterior end and prostomium in dorsolateral view (specimen Shirla stained); d) segmental annulation (specimen Shirla-stained);  e-f) large spines in segments 1 and 2; g-h) detail of lyrate chaetae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Aschlerocheilus%20sp.%201%20completed%20plate%20web.png"
"Pseudoscalibregma sp. 1","399"," Pseudoscalibregma sp. 1:  a) specimen in dorsal view; b) specimen in ventral view; c-d) detail of anterior end and prostomium, d-specimen Shirla stained; e) detail of anterior end in ventral view (specimen Shirla-stained);  f) detail of posterior parapodia with dorsal and ventral cirri; interramal papilla marked by arrow; g) example of lyrate chaetae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Pseudoscalibregma%20sp.%201%20completed%20plate%20web.png"
"Capitella sp. 1","402"," Capitella sp.  1: (specimens in images b, d and f stained with Shirlastain):  a-b) specimen in lateral view; c-d) specimen in dorsal view; e-f) specimen in ventral view.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Capitella%20sp.%201%20plate%201%20completed%20plate%20web.png"
"Capitella sp. 1","402"," Capitella sp.  1: a-c) multidentate hooks from various segments in lateral view; d-f) multidentate hooks.



 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Capitella%20sp.%201%20plate%202%20completed%20plate%20web.png"
"Capitella sp. 2","403"," Capitella sp. 2: a-b) specimen in ventral view; c) detail of anterior end in ventral view;  d) genital spines (marked by arrow); e) multidentate hooks.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Capitella%20sp.%202%20completed%20plate%20web.png"
"Capitella sp. 3","404"," Capitella sp. 3: a-b) specimens in lateral view (second and fourth specimens stained with Shirlastain), c) hooded hooks.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Capitella%20sp.%203%20completed%20plate%20web.png"
"Neomediomastus sp. 1","406"," Neomediomastus sp. 1: a) specimen in ventral view; b) specimen in dorsal view; c) specimen in lateral view; d-e) examples of neuropodial hooks.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Neomediomastus%20sp.%201%20completed%20plate%20web.png"
"Notomastus sp. 1","405"," Notomastus sp. 1: a-c) specimen in lateral view (specimen in image (c) Shirla-stained); d) detail of the abdominal segments; e) abdominal neuropodial hook.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Notomastus%20sp.%201%20completed%20plate%20web.png"
"Phyllochaetopterus sp. 1","409"," Phyllochaetopterus sp. 1: a-b) voucher specimens in dorsal view; c-d)  detail of regions A, B and C, dorsal “lobes” marked by arrows; e) specimen in lateral view (Shirla-stained); f) example of spine from A4; g) lanceolate chaetae of region A; h) notopodia from region C.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Phyllochaetpterus%20sp.%201%20completed%20plate%20web.png"
"Glyceridae Grube, 1850","415"," Glycera sp. 1: a) specimen in lateral view; b) parapodia; c-d) detail of parapodial prechaetal and postchaetal lobes; e) detail of aileron; f-g) detail of proboscidial papillae – elongated and broader ovate.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Glycera%20sp.%201%20completed%20plate%20web.png"
"Spiochaetopterus sp. 1","408"," Spiochaetopterus sp. 1: a) specimen in dorsal view with translucent tube; b) specimen in dorsal view (Shirla-stained); c) detail of anterior end and region A in dorsal view (specimen Shirla-stained); d) specimen in ventral  view, reddish and white bands marked by arrows; e) specimen Shirla stained, in lateral view – showing reddish and white bands; f) detail of translucent tube; g) detail of large spines from chaetiger A4.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Spiochaetopterus%20sp.%201%20completed%20plate%20web.png"
"Nothria anoculata Orensanz, 1974","390"," Nothria anoculata. a) dorsal and b) ventral views of anterior chaetigers. c) Ventral detail of head and mouth. d–f) hooks of chaetiger 1. g–h) anterior chaetigers with compound falcigers and scooped-shaped palmate chaetae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Nothria%20completed%20plate%20web.png"
"Artacamella sp. 1","411"," Artacamella sp. 1: a) both voucher specimens in lateral view; b) detail of selected voucher specimen in lateral view; c) detail of anterior end, proboscis marked by arrow; d) anterior end in dorsolateral view; e) branchial scars marked by arrows; f) 6th segment with 1st notochaetae and 1st neurochaetae (uncini) marked by arrows.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Artacamella%20sp.%201%20completed%20plate%20web.png"
"Terebellides sp. 1","412"," Terebellides sp. 1 (specimens Shirla-stained): a) specimens in dorsal view; b) detail of anterior end and branchiae; c) detail of papillae by notopodia on chaetigers 8-10; d) notochaetae; e) thoracic uncini; f) abdominal unciniger; g-i) examples of abdominal uncini in lateral (g, i) and frontal view (h).


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Terebellides%20sp.%201%20completed%20plate%20web.png"
"Terebellides sp. 2","413"," Terebellides sp. 2: a) voucher specimens in lateral view; b) detail of anterior end in lateral view; c) detail of anterior end in ventral view; d) detail of branchiae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Terebellides%20sp.%202%20plate%201%20completed%20plate%20web.png"
"Terebellides sp. 2","413"," Terebellides sp. 2 (chaetae from voucher T9FB): a) fascicle of notochaetae; b) detail of notochaetae; c) hooks from 1st thoracic uncinus; d) thoracic neuropodial uncini; e) detail of main fang and denticles of thoracic uncini.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Terebellides%20sp.%202%20plate%202%20completed%20plate%20web.png"
"Terebellides sp. 2","413"," Terebellides sp. 2 (chaetae from voucher 1MFA): a) hooks form 1st thoracic uncinus; b) thoracic neuropodial uncini; c) abdominal unciniger; d) abdominal uncinus in frontal view; e)abdominal uncinus in lateral view.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Terebellides%20sp.%202%20plate%203%20completed%20plate%20web.png"
"Terebellides sp. 3","414"," Terebellides sp. 3 (specimens Shirla-stained): a) voucher specimens in lateral view; b) anterior end in lateral view; c) detail of branchiae; d) uncini from 1st thoracic unciniger; e-f) thoracic uncini; g) abdominal uncini in lateral view.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Terebellides%20sp.%203%20completed%20plate%20web.png"
"Fauveliopsidae Hartman, 1971","416"," Laubieriopsis cf. brevis: a-b) specimens in dorsal and ventral view; c) detail of anterior end; d) chaetal arrangement on chaetiger 4; e) sigmoid spine from chaetiger 3; f) chaetal arrangement 1 spine + 1 capillary form posterior chaetiger.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Laubieriopsis%20cf.%20brevis%20completed%20plate%20web.png"
"Sigalionidae (Neoleanira?) sp. 1","420"," Sigalionidae sp. 1: a) specimen in dorsal view; b) anterior end in dorsal view, c) detail of prostomium, with ceratophore of median antenna and auricles; d) 19the parapodium (2nd, 3rd ctenidia and branchia detached); e) 53 parapodium (2nd, 3rd ctenidia and branchia detached); f) detail of fimbriae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Sigalionidae%20sp.%201%20plate%201%20completed%20plate%20web.png"
"Sigalionidae (Neoleanira?) sp. 1","420"," Sigalionidae sp. 1: a) bundle of notochaetae – two types of spinous chaetae; b) detail of thicker serrated notochaetae; c) detail of thinner spinous notochaetae; d) detail of neurochaetae – compound spinigers; e) detail of joint of compound neurochaeta.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Sigalionidae%20sp.%201%20plate%202%20completed%20plate%20web.png"
"Sigalionidae sp. 2","421"," Sigalionidae sp. 2: a) specimen in dorsal view; b) specimen in ventral view (Shirla-stained); c) detail of prostomium (Shirla-stained); d) 10th parapodium; e) detail of parapodial lobes; f) detail of notochaetae; g-h) detail of neurochaetae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Sigalionidae%20sp.%202%20completed%20plate%20web.png"
"Sigalionidae (Neoleanira?) sp. 1","420"," Neoleanira magellanica (McIntosh, 1885), re-drawn from Pettibone (1970): a) anterior parapodium; b) examples of compound spinigerous neurochaetae; c) posterior parapodium with ventral ctenidia.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Neolaeanira%20magellanica%20web.png"
"Ephesiella? sp. 1","427"," Ephesiella?  sp. 1: a-c) complete specimen (specimen Shirla-stained in image c)); d) example of macrotubercle with terminal papillae; e) example of microtubercle: f-g) example of parapodia with papillae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/cf%20Ephesiella%20sp.%201%20completed%20plate%20web.png"
"Sphaerodoropsis cf. macrotubercula Böggemann, 2009","423"," Sphaerodoropsis cf. macrotubercula: a) specimen in dorsal view; b) specimen in lateral view; c) specimen in ventrolateral view (specimen Shirla-stained); d) anterior end in ventral view (specimen Shirla-stained);  e) S. macrotubercula (after Böggemann, 2009) – drawing of holotype in dorsal and ventral views.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/S.%20cf%20macrotubercula%20plate%201%20completed%20plate%20web.png"
"Sphaerodoropsis cf. macrotubercula Böggemann, 2009","423"," Sphaerodoropsis cf. macrotubercula: a) detail of macrotubercles; b) example of parapodium; c) example of compound chaeta.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/S.%20cf%20macrotubercula%20Plate%202%20completed%20plate%20web.png"
"Sphaerodoropsis   sp. 2","425"," Sphaerodoropsis sp. 2: a)specimen in lateral view; b) specimens in dorsal view; c) specimen in ventrolateral view; d) ventral line of macrotubercles; e) macrotubercles with red pigmentation; f-g) examples of semi-compound chaetae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Sphaerodoropsis%20sp.%202%20completed%20plate%20web.png"
"Sphaerodoropsis sp. 3","426"," Sphaerodoropsis sp. 3: a-d) specimen in dorsal view (specimen Shirla-stained in image d); e) detail of anterior end (specimen Shirla-stained); f) anterior end with detail of papillae (specimen Shirla-stained).


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Sphaerodoropsis%20sp.%203%20plate%201%20completed%20plate%20web.png"
"Sphaerodoropsis sp. 3","426"," Sphaerodoropsis sp. 3: a-c) specimens in ventral view (specimen Shirla-stained in image c); d) example of parapodium; e-f) chaetae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Sphaerodoropsis%20sp.%203%20plate%202%20completed%20plate%20web.png"
"Sphaerodoropsis sp. 1","424"," Sphaerodoropsis sp. 1: a-c) specimen in lateral view; d-e) Shirla-stained specimen in lateral and ventrolateral view.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Sphaerodoropsis%20sp.%201%20plate%201%20completed%20plate%20web.png"
"Sphaerodoropsis sp. 1","424"," Sphaerodoropsis sp. 1: a) small dorsal papilla (marked by arrow); b) papillae on ventrum; c) parapodium with ventral cirrus (marked by arrow); d) parapodium with ventral cirrus; e) example of compound chaeta.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Sphaerodorospis%20sp.%201%20plate%202%20completed%20plate%20web.png"
"Euphrosinopsis antipoda Kudenov, 1993","490"," Euphrosinopsis antipoda. a) Dosal view whole specimen. b) Ventral view whole specimen. c) Detail of anterior show proximal part of prostomium and palps. d) General view of chaetae showing forked and ringent chaetae (x200). e) Detail of forked chaetae (x200). f) Ringent chaeta (x200). LAnt–Lateral antenna; Pant–Palpal antenna.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Euphosinopsis%20antipoda%20plate%20web.png"
"Amphinomidae Lamarck, 1818","431"," Paramphinome australis a) general view of whole specimen (stained with Shirlastain); b) detail of anterior chaetigers; c) detailed view of prostomium. LAnt–Lateral Antennae, MAnt–Median Antenna, PAnt–Palpal Antennae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Paramphinome%20australis%20plate%20web.png"
"Aphelochaeta sp. 1","446"," Aphelochaeta sp. 1. a) Lateral view of thoracic region. Bar scale = 0.1 mm. b) Dorso-lateral view of thoracic region showing position of dorsal tentacles (DT); specimen stained with Shrilastain. c) Dorsal view of prostomium and peristomium showing the dorsal position of the dorsal tentacles (DT) and 1st branchiae (1Br), specimen stained with Shrilastain.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Aphelochaeta%20sp1%20plate%20web.png"
"Aphelochaeta sp. 5fA","447"," Aphelochaeta sp. 5. Aphelochaeta sp.5fB: a) Drawing of pygidium showing pointed ventral anal lobe; b) drawing of anterior showing domed peristomium. Aphelochaeta sp.5fA: c) drawing of pygidium showing rounded ventral anal lobe; d) drawing of anterior showing domed dorsal peristomium and widened flat thoracic chaetigers; e) Detail drawing of prostomium and peristomial area showing arrangement of dorsal tentacles and 1st branchiae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Aphelochaeta%20sp5%20image%20web.png"
"Aphelochaeta sp. 5fB","448"," Aphelochaeta sp. 5fB. Methyl Green Staining patterns. a) Whole specimen; bar scale = 0.1 mm. b) Ventral view of thoracic chaetigers showing methyl green stained bands across the thorax. c) Dorsal view of head and thoracic chaetigers. d) Close up of head region.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Aphelochaeta%20sp5fB%20plate%20web.png"
"Aphelochaeta sp. 5fA","447"," Aphelochaeta sp. 5fA. a) Dorso lateral view of anterior of specimens. b) Ventral view of anterior. c) Close-up showing arrangement of dorsal Tentacles and first branchiae. d) Pygidium.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Aphelochaeta%20sp5%20fA%20plate%20web.png"
"Aphelochaeta sp. 5fA","447"," Aphelochaeta sp. 5fA. Methyl Green Stain Pattern. a) Ventral view of anterior. b) Dorsal view of anterior.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Aphelochaeta%20sp5fA%20MGSP%20plate%20web.png"
"Aphelochaeta sp. 7","450"," Aphelochaeta sp. 7. a) Whole specimen. b) Lateral view of anterior. Specimen stained with Shirlastain. c) dorsal view of prostomium, peristomium and anterior chaetigers. Specimen stained with Shirlastain. d) Pygidium. Specimen stained with Shirlastain. e) Methyl green staining pattern.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Aphelochaeta%20sp7%20plate%20web.png"
"Chaetozone sp. 1","439"," Chaetozone sp. 1. a) View of anterior, dorsal tentacle positions (DT) are arrowed. b) Whole worm. c) Close-up view showing position of dorsal tentacles (DT) and first branchiae (1BR). d) Posterior chaetigers and pygidium.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Chaetozone%20sp1%20mulitfocus%20plate%20web.png"
"Chaetozone sp. 2","440"," Chaetozone sp. 2. a) Whole worm stained with methyl green. b) Close-up of anterior of worm (methyl green stain). c) Anterior abdominal chaetiger showing chaetal arrangement. d) Acicular chaetae from abdominal chaetigers and pygidium.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Chaetozone%20sp2%20plate%20web.png"
"Chaetozone sp. 2","440"," Chaetozone sp. 2. a) Whole worm (methyl green stain). b) Abdominal and pygidial region. c) Close-up of anterior showing attachment of dorsal tentacle (stained with Shirlastain).


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Chaetozone%20sp2%20second%20specimen%20plate2.png"
"Chaetozone sp. 3","441"," Chaetozone sp. 3. a) Close-up of anterior of worm (specimen stained with Shirlastain). b) Whole specimen (stained with Shirlastain). c) Pygidium. d) Abdominal chaetae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Chaetozone%20sp3%2015%20MFA%20plate%20web.png"
"Chaetozone sp. 4","442"," Chaetozone sp. 4. a) Close of anterior of worm (Shirla-stain). b) Posterior part of worm showing abdominal chaetigers. c) Whole specimen (rear missing); bar scale = 1 mm.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Chaetozone%20sp%204%20plate.png"
"Chaetozone sp. 6","443"," Chaetozone sp. 6.  a) Dorsal view of anterior (methyl green stained). b) Dorsal view showing scars of dorsal tentacles (DT), specimen stained with Shirlastain. c) Dorso-lateral view of anterior showing arrangement of dorsal tentacles (DT) and 1st branchiae 1Br).


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Chaetozone%20sp6%20web%20plate.png"
"Chaetozone sp. 8","444"," Chaetozone sp. 8. a) General view of specimen. b) Close up of anterior showing shape of prostomium and peristomium. c) Close up of anterior of second specimen showing arrangement of dorsal tentacles and first branchiae. d) Pygidium. e) Posterior chaetigers and pygidium.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Chaetozone%20sp8%20morphology%20plate%20web.png"
"Chaetozone sp. 8","444"," Chaetozone sp. 8. MGSP. a) Dorsal view of anterior of specimen showing staining patterns. b) Lateral-ventral view of anterior. c) staining pattern on the prostomium and peristomium.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Chaetozone%20sp8%20MGSP%20plate.png"
"Chaetozone sp. 9","445"," Chaetozone sp 9. a) Dorsal view of anterior portion of specimen. b) Close up of anterior showing dorsal tentacle scars (DT). c) Ventral view of anterior chaetigers and mouth. Specimen stained with Shirlastain.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Chaetozone%20sp%209%20web%20plate.png"
"Tharyx Webster & Benedict, 1887","451"," Tharyx cf epitoka Monro 1930. a) Dorsal view of anterior of worm (stained with Methyl Green). b) Ventral view of mouth showing Methyl Green staining pattern. c) Anterior close up (specimen stained with Shirlsastain). d) Dorso-lateral view of anterior chaetigers.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Tharyx%20epitoka%20plate%20web.png"
"Dodecaceria sp. 1","437"," Dodecacaria sp. 1. a) Anterior view (specimen MFB55); b) spoon-shaped hooks (specimen T5MF; X400).


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Dodecacaria%20sp1%20plate%202%20web.png"
"Dodecaceria sp. 1","437"," Dodecaceria  sp. 1. a) General views of anterior and posterior ends of worm (specimen T5FA); b) close-up of anterior; c) pygidium; d) chaetae of mid-body chaetiger; e) tube.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Dodecacerai%20sp1%20plate%20web.png"
"Dodecaceria sp. 2","438"," Dodecaceria sp. 2. a) Dorsal view of complete specimen. b) Ventral view of complete specimen. c) Close up of anterior. d) Hooked chaetae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Dodecacaria%20sp2%20plate%20web.png"
"Cirratulus Lamarck, 1818","452"," Cirratulus sp. 1. Dorsal view of head region. E= eyes; DT= dorsal tentacles.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Cirratulus%20cf%20cirratus%20anterior%20multifocus.png"
"Cirratulidae sp. 1","453"," Cirratulidae sp. 1. a) Lateral view showing MGSP. b) Dorsal view showing MGSP stain. c) Ventral view of posterior.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Cirratulidae%20sp1%20plate%20web.png"
"Cirratulidae sp. 1","453"," Cirratulidae sp. 1. a) Lateral view of anterior showing the arrangement of dorsal tentacles and branchiae. b) Close up view of arrangement of dorsal tentacle and first branchiae. Specimen stained with Shiristain.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Cirratulidae%20sp1%20plate2%20web.png"
"Paraninoe antarctica Monro, 1930","461"," Paraninoe antarctica Monro, 1930. a) Anterior dorsal view. b) parapodia. c–d) Simple hooded hooks.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Paraninoe%20antarctica%20completed%20plate%20web.png"
"Ninoe falklandica Monro 1936","460"," Ninoe falklandica Monro 1936. a) Lateral view of anterior chaetigers and prostomium. b) dorsal view showing development of simple branchial filament on each chaetiger. c) Lateral view showing development of branchial filaments down the body. d) Detail of chaetigers with multiple branchial filaments.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Ninoe%20completed%20plate%20web.png"
"Lumbrineris kerguelensis/cingulata Group","456"," Lumbrineris kerguelensis/cingulata a) Pseudo compound hooks and limbate chaetae. b) simple hooks and limbate chatae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Lumbrineris%20K-C%20group%20completed%20plate%20web.png"
