typeStatus,catalogNumber,occurrenceDetails,occurrenceRemarks,recordNumber,recordedBy,individualID,individualCount,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,occurrenceStatus,preparations,disposition,otherCatalogNumbers,previousIdentifications,associatedMedia,associatedReferences,associatedOccurrences,associatedSequences,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,higherClassification,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumElevationInMeters,maximumElevationInMeters,verbatimDepth,minimumDepthInMeters,maximumDepthInMeters,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,identificationID,identifiedBy ,dateIdentified,identificationReferences,identificationRemarks,identificationQualifier,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,eventID,samplingProtocol,samplingEffort,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,fieldNumber,fieldNotes,eventRemarks,type,modified,language,rights,rightsHolder,accessRights,bibliographicCitation,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,source,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.11860,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Schistomeringos sp 1,Schistomeringos sp.,,,,,,,Animalia,Annelida,,,Dorvilleidae,Schistomeringos,,sp. ,,,,"Jumars, 1974 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,440,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2690658,-59.1683544,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,17/03/2012,19:00,,,,,,,"Soft brown silty clay, stiffer from 8cm, fine black sand/silt on top. Gravel up to 1cm, mostly black, in sieve residue. ",13MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.11874,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Schistomeringos sp 1,Schistomeringos sp.,,,,,,,Animalia,Annelida,,,Dorvilleidae,Schistomeringos,,sp. ,,,,"Jumars, 1974 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,455,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2686572,-59.1133764,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,16/04/2012,17:36,,,,,,,"Soft brown silty clay, quite cohesive. Coarse black sand and in sieve residue. 800ml glassy hair-like material",15MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.11885,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Schistomeringos sp 1,Schistomeringos sp.,,,,,,,Animalia,Annelida,,,Dorvilleidae,Schistomeringos,,sp. ,,,,"Jumars, 1974 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,454,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2686572,-59.1133764,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,16/04/2012,18:24,,,,,,,"Soft brown silty clay,  Coarse sand  and gravel up to 3cm in diameter in sieve residue.",15MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.11893,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Schistomeringos sp 1,Schistomeringos sp.,,,,,,,Animalia,Annelida,,,Dorvilleidae,Schistomeringos,,sp. ,,,,"Jumars, 1974 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,454,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2686572,-59.1133764,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,16/04/2012,18:24,,,,,,,"Soft brown silty clay,  Coarse sand  and gravel up to 3cm in diameter in sieve residue.",15MFC,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12016,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Schistomeringos sp 1,Schistomeringos sp.,,,,,,,Animalia,Annelida,,,Dorvilleidae,Schistomeringos,,sp. ,,,,"Jumars, 1974 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,451,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2868531,-59.1405528,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,23/04/2012,07:52,,,,,,,"Soft brown silty clay, loose on top, very cohesive below ~8cm. Black sand and gravel up to 3cm in diameter in sieve residue.",20MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12024,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Schistomeringos sp 1,Schistomeringos sp.,,,,,,,Animalia,Annelida,,,Dorvilleidae,Schistomeringos,,sp. ,,,,"Jumars, 1974 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2866453,-59.1130539,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,16/04/2012,20:07,,,,,,,"Soft brown silty clay, quite cohesive Loose in top 4cm, slightly stiffer below. No sign of anoxia in profile. Minimal gravel.",21MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12046,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Schistomeringos sp 1,Schistomeringos sp.,,,,,,,Animalia,Annelida,,,Dorvilleidae,Schistomeringos,,sp. ,,,,"Jumars, 1974 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,454,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2864308,-59.0855553,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,23/04/2012,09:57,,,,,,,"Soft brown silty clay. Darker mottling on surface. Top 5-10cm looser, more cohesive below. Dark sand and gravel up to 2cm in diameter in sieve residue.",22MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12071,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Schistomeringos sp 1,Schistomeringos sp.,,,,,,,Animalia,Annelida,,,Dorvilleidae,Schistomeringos,,sp. ,,,,"Jumars, 1974 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,450,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2862100,-59.0580569,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,15/04/2012,15:52,,,,,,,Brown silty clay with mottled darker patches on surface. Slightly looser for top 5-10cm becoming stiffer and maybe greyer towards bottom. Coarse dark sand  and fine gravel in residue.,23MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12097,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Schistomeringos sp 1,Schistomeringos sp.,,,,,,,Animalia,Annelida,,,Dorvilleidae,Schistomeringos,,sp. ,,,,"Jumars, 1974 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,453,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2859825,-59.0305592,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/04/2012,10:19,,,,,,,"Soft silty brown clay, darker mottling on surface, top 3-5cm looser, more cohesive below. Quite cohesive. Dark coarse sand and gravel up to 2cm in sieve residue.",24MFC,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12105,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Schistomeringos sp 1,Schistomeringos sp.,,,,,,,Animalia,Annelida,,,Dorvilleidae,Schistomeringos,,sp. ,,,,"Jumars, 1974 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,447,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3050428,-59.1677492,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,16/04/2012,22:49,,,,,,,"Soft brown clay, quite cohesive. Coarse sand and sparse gravel in sieve residu",25MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12134,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Schistomeringos sp 1,Schistomeringos sp.,,,,,,,Animalia,Annelida,,,Dorvilleidae,Schistomeringos,,sp. ,,,,"Jumars, 1974 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,450,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3048414,-59.1402400,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/04/2012,13:28,,,,,,,"Soft silty brown clay, slightly darker mottling on surface, top 5-8cm looser, more cohesive below. Coarse dark sand and gravel up to 2cm with one small cobble at 5cm in diameter in sieve residue.",26MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12215,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Schistomeringos sp 1,Schistomeringos sp.,,,,,,,Animalia,Annelida,,,Dorvilleidae,Schistomeringos,,sp. ,,,,"Jumars, 1974 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,452,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3041981,-59.0577142,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,15/04/2012,13:21,,,,,,,Brown silty clay with mottled darker patches on surface. Slightly looser for top 5-10cm becoming stiffer and maybe greyer towards bottom. Coarse dark sand  and occasional pebble up to 3cm in diameter in sieve residue. ,29MFC,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12232,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Schistomeringos sp 1,Schistomeringos sp.,,,,,,,Animalia,Annelida,,,Dorvilleidae,Schistomeringos,,sp. ,,,,"Jumars, 1974 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,442,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3230311,-59.1674461,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,15/04/2012,03:34,,,,,,,Brown silty clay with mottled darker patches on surface. Slightly looser for top 5-10cm becoming stiffer and maybe greyer towards bottom. Coarse dark sand  and occasional pebble up to 2cm in diameter in sieve residue.,31MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12241,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Schistomeringos sp 1,Schistomeringos sp.,,,,,,,Animalia,Annelida,,,Dorvilleidae,Schistomeringos,,sp. ,,,,"Jumars, 1974 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,442,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3230311,-59.1674461,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,15/04/2012,04:17,,,,,,,Brown silty clay with mottled darker patches on surface. Slightly looser for top 5-10cm becoming stiffer and maybe greyer towards bottom. Coarse dark sand  and occasional pebble up to 2cm in diameter in sieve residue. ,31MFC,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12277,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Schistomeringos sp 1,Schistomeringos sp.,,,,,,,Animalia,Annelida,,,Dorvilleidae,Schistomeringos,,sp. ,,,,"Jumars, 1974 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,450,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3226217,-59.1124078,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,15/04/2012,07:18,,,,,,,Brown silty clay with mottled darker patches on surface. Slightly looser for top 5-10cm becoming stiffer and maybe greyer towards bottom. Coarse dark sand  and occasional pebble up to 2cm in diameter in sieve residue. Glassy fluff(?) around edges of spade.,33MFC,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12283,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Schistomeringos sp 1,Schistomeringos sp.,,,,,,,Animalia,Annelida,,,Dorvilleidae,Schistomeringos,,sp. ,,,,"Jumars, 1974 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,450,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3221858,-59.0573711,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,15/04/2012,09:52,,,,,,,Brown silty clay with mottled darker patches on surface. Slightly looser for top 5-10cm becoming stiffer and maybe greyer towards bottom. Coarse dark sand  and occasional pebble up to 3cm in diameter in sieve residue. ,35MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12295,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Schistomeringos sp 1,Schistomeringos sp.,,,,,,,Animalia,Annelida,,,Dorvilleidae,Schistomeringos,,sp. ,,,,"Jumars, 1974 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,450,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3221858,-59.0573711,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,15/04/2012,10:54,,,,,,,Brown silty clay with mottled darker patches on surface. Slightly looser for top 5-10cm becoming stiffer and maybe greyer towards bottom. Coarse dark sand  and occasional pebble up to 2cm in diameter in sieve residue. Glassy fluff(?) around edges of spade.,35MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12314,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Schistomeringos sp 1,Schistomeringos sp.,,,,,,,Animalia,Annelida,,,Dorvilleidae,Schistomeringos,,sp. ,,,,"Jumars, 1974 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,450,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3219581,-59.0298531,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/04/2012,14:13,,,,,,,"Soft silty brown clay, darker mottling on surface, top 3-5cm looser, more cohesive below. Dark coarse sand and gravel up to 1cm in sieve residue.",36MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12339,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Schistomeringos sp 1,Schistomeringos sp.,,,,,,,Animalia,Annelida,,,Dorvilleidae,Schistomeringos,,sp. ,,,,"Jumars, 1974 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,436,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3410194,-59.1671425,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,15/04/2012,02:08,,,,,,,"Soft brown silty clay, loose for first 5cm, more cohesive below. More cohesive than average. Coarse sand in sieve residue.",37MFC,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12387,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Schistomeringos sp 1,Schistomeringos sp.,,,,,,,Animalia,Annelida,,,Dorvilleidae,Schistomeringos,,sp. ,,,,"Jumars, 1974 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,436,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3406094,-59.1120844,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,15/04/2012,01:23,,,,,,,"Soft brown silty clay, loose for first 5cm, more cohesive below. Approx 200ml of gravel in sieve residues.",39MFC,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12410,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Schistomeringos sp 1,Schistomeringos sp.,,,,,,,Animalia,Annelida,,,Dorvilleidae,Schistomeringos,,sp. ,,,,"Jumars, 1974 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,450,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3403947,-59.0845558,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,23/04/2012,17:09,,,,,,,"Soft brown silty clay. Darker mottling on surface. Top 5-8cm looser, more cohesive below. Less cohesive than previous samples. Dark, coarse sand and gravel in sieve residue.",40MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12482,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Schistomeringos sp 1,Schistomeringos sp.,,,,,,,Animalia,Annelida,,,Dorvilleidae,Schistomeringos,,sp. ,,,,"Jumars, 1974 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,430,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3588058,-59.1392994,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/12/2012,17:50,,,,,,,"Soft brown silty clay, top ~5cm looser, more cohesive below. Coarse sand and variously coloured gravel up to 2cm in diameter in sieve residue.",43MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12510,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Schistomeringos sp 1,Schistomeringos sp.,,,,,,,Animalia,Annelida,,,Dorvilleidae,Schistomeringos,,sp. ,,,,"Jumars, 1974 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,432,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3585975,-59.1117606,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,14/04/2012,16:00,,,,,,,"Soft brown silty clay, loose in top 5cm, stiffer below. Cohesive. Approx 100ml coarse black sand in MFA.",44MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12586,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Schistomeringos sp 1,Schistomeringos sp.,,,,,,,Animalia,Annelida,,,Dorvilleidae,Schistomeringos,,sp. ,,,,"Jumars, 1974 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3769958,-59.1665347,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,21:46,,,,,,,Silty brown clay with a fine layer of black sand on surface and a little gravel in sieve residu,47MFC,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
